Year,Area,CancerType,AgeAdjustedRate,lci,uci,CaseCount,Population
2014,Arizona,Colon and Rectum,33.7,32.4,35,2654,6719993
2014,Colorado,Colon and Rectum,32.9,31.3,34.5,1828,5349648
2014,Idaho,Colon and Rectum,35.9,33.2,38.9,650,1633532
2014,California,Colon and Rectum,36,35.4,36.6,14704,38680810
2014,Washington,Colon and Rectum,36,34.6,37.4,2857,7054196
2014,Vermont,Colon and Rectum,34.6,30.6,39.1,283,626984
2014,Florida,Colon and Rectum,36.2,35.5,37,9846,19888741
2014,North Carolina,Colon and Rectum,36.8,35.7,38,4209,9934399
2014,Rhode Island,Colon and Rectum,36.8,33.5,40.4,485,1054480
2014,Delaware,Colon and Rectum,37.5,34,41.4,434,934948
2014,Maine,Colon and Rectum,36.5,33.7,39.5,672,1330719
2014,Maryland,Colon and Rectum,37.6,36.1,39.1,2496,5967295
2014,Massachusetts,Colon and Rectum,37.6,36.2,39,3003,6749911
2014,Michigan,Colon and Rectum,37.7,36.6,38.8,4490,9915767
2014,Minnesota,Colon and Rectum,37.5,36,39.1,2328,5453109
2014,Montana,Colon and Rectum,37.9,34.6,41.6,497,1022867
2014,Nevada,Colon and Rectum,36.4,34.3,38.7,1150,2833013
2014,Connecticut,Colon and Rectum,36.3,34.5,38.2,1599,3591873
2014,New Hampshire,Colon and Rectum,37.4,34.5,40.6,621,1328743
2014,South Carolina,Colon and Rectum,37.2,35.6,38.9,2153,4828430
2014,Wisconsin,Colon and Rectum,36.9,35.5,38.4,2543,5758377
2014,Virginia,Colon and Rectum,36.8,35.5,38,3392,8317372
2014,Texas,Colon and Rectum,37.5,36.8,38.3,9837,26944751
2014,Georgia,Colon and Rectum,41.9,40.7,43.2,4362,10087231
2014,Hawaii,Colon and Rectum,41.4,38.3,44.6,716,1416349
2014,New York,Colon and Rectum,39.3,38.5,40.2,9023,19718515
2014,New Jersey,Colon and Rectum,41.6,40.3,42.8,4390,8925001
2014,Oklahoma,Colon and Rectum,40.3,38.4,42.3,1753,3877499
2014,Pennsylvania,Colon and Rectum,40.8,39.8,41.8,6710,12790565
2014,Kansas,Colon and Rectum,41,38.8,43.3,1332,2899360
2014,Missouri,Colon and Rectum,40.9,39.4,42.5,2947,6060930
2014,Tennessee,Colon and Rectum,41.3,39.9,42.8,3147,6544663
2014,Kentucky,Colon and Rectum,49.7,47.7,51.7,2560,4413057
2015,Nebraska,Colon and Rectum,42.8,40,45.7,919,1893765
2015,Mississippi,Colon and Rectum,48.1,45.7,50.5,1658,2989390
2015,Louisiana,Colon and Rectum,44.4,42.6,46.3,2310,4668960
2015,Ohio,Colon and Rectum,42.3,41.2,43.5,5993,11605090
2015,North Dakota,Colon and Rectum,42.4,37.9,47.2,354,756835
2015,West Virginia,Colon and Rectum,47.1,44.3,50,1146,1841053
2015,Alabama,Colon and Rectum,42.7,41,44.5,2493,4853875
2015,Alaska,Colon and Rectum,42.5,37.4,48,294,737709
2015,Arkansas,Colon and Rectum,45,42.8,47.4,1582,2977853
2015,Illinois,Colon and Rectum,42.8,41.7,43.9,6251,12839047
2015,Kentucky,Colon and Rectum,48.4,46.5,50.4,2515,4424611
2015,Iowa,Colon and Rectum,43.6,41.5,45.8,1672,3121997
2015,Utah,Colon and Rectum,27.9,25.9,30.1,712,2990632
2015,Wyoming,Colon and Rectum,30.3,26.1,35,200,586555
2015,District of Columbia,Colon and Rectum,31,26.8,35.7,202,670377
2015,Nevada,Colon and Rectum,32.3,30.4,34.4,1055,2883758
2015,New Mexico,Colon and Rectum,31.7,29.4,34,794,2080328
2015,Rhode Island,Colon and Rectum,31.8,28.7,35.2,411,1055607
2015,Oregon,Colon and Rectum,31.9,30.3,33.6,1564,4024634
2015,Arizona,Colon and Rectum,31.8,30.6,33.1,2583,6817565
2015,Vermont,Colon and Rectum,33.8,29.8,38.3,277,626088
2015,Virginia,Colon and Rectum,33.7,32.5,34.9,3182,8367587
2015,Washington,Colon and Rectum,33.5,32.3,34.9,2704,7160290
2015,Colorado,Colon and Rectum,32.9,31.4,34.5,1892,5448819
2015,New Hampshire,Colon and Rectum,36,33.1,39.2,594,1330111
2015,Massachusetts,Colon and Rectum,35.5,34.2,36.9,2872,6784240
2015,Michigan,Colon and Rectum,35.4,34.3,36.5,4274,9917715
2015,Maine,Colon and Rectum,35.7,32.9,38.6,669,1329453
2015,Maryland,Colon and Rectum,36,34.5,37.5,2444,5994983
2015,Wisconsin,Colon and Rectum,35.8,34.4,37.3,2486,5767891
2015,California,Colon and Rectum,35,34.4,35.6,14620,38993940
2015,Connecticut,Colon and Rectum,35.3,33.5,37.1,1578,3584730
2015,Florida,Colon and Rectum,34.9,34.2,35.6,9696,20244914
2015,Idaho,Colon and Rectum,35.3,32.5,38.2,645,1652828
2015,North Carolina,Colon and Rectum,37.3,36.2,38.5,4377,10035186
2015,Texas,Colon and Rectum,37.5,36.8,38.3,10137,27429639
2015,New Jersey,Colon and Rectum,40.5,39.3,41.8,4314,8935421
2015,Missouri,Colon and Rectum,39.8,38.3,41.3,2896,6076204
2015,Montana,Colon and Rectum,38.9,35.5,42.6,507,1032073
2015,Minnesota,Colon and Rectum,38.4,36.8,40,2408,5482435
2015,Oklahoma,Colon and Rectum,40.8,38.9,42.7,1798,3907414
2015,New York,Colon and Rectum,38.7,37.9,39.5,8964,19747183
2015,Pennsylvania,Colon and Rectum,41.9,40.9,42.9,6872,12791904
2015,Tennessee,Colon and Rectum,39.7,38.3,41.2,3106,6595056
2015,South Carolina,Colon and Rectum,39.7,38,41.4,2320,4894834
2015,South Dakota,Colon and Rectum,40,36.1,44.3,400,857919
2015,Delaware,Colon and Rectum,39.4,35.7,43.3,457,944076
2015,Georgia,Colon and Rectum,41.7,40.4,43,4477,10199398
2015,Hawaii,Colon and Rectum,41.3,38.2,44.6,713,1425157
2015,Kansas,Colon and Rectum,38.3,36.2,40.6,1268,2906721
2015,Indiana,Colon and Rectum,41.6,40.1,43.1,3133,6612768
